timestamp,service,metric,value,is_anomaly,donut_score,donut_threshold,predicted_anomaly
2026-06-10 08:00:00,frontend,request_latency_ms_p95,181.95879169217127,0,1.8871068,2.4191627502441406,0
2026-06-10 08:01:00,frontend,request_latency_ms_p95,191.18242812291749,0,1.8871068,2.4191627502441406,0
2026-06-10 08:02:00,frontend,request_latency_ms_p95,194.4797017208039,0,1.8871068,2.4191627502441406,0
2026-06-10 08:03:00,frontend,request_latency_ms_p95,202.93304899435807,0,1.8871068,2.4191627502441406,0
2026-06-10 08:04:00,frontend,request_latency_ms_p95,207.3088610681328,0,1.8871068,2.4191627502441406,0
2026-06-10 08:05:00,frontend,request_latency_ms_p95,206.5678274339258,0,1.8871068,2.4191627502441406,0
2026-06-10 08:06:00,frontend,request_latency_ms_p95,216.66016862107605,0,1.8871068,2.4191627502441406,0
2026-06-10 08:07:00,frontend,request_latency_ms_p95,213.2014701209231,0,1.8871068,2.4191627502441406,0
2026-06-10 08:08:00,frontend,request_latency_ms_p95,201.67276153909637,0,1.8871068,2.4191627502441406,0
2026-06-10 08:09:00,frontend,request_latency_ms_p95,201.38793486916927,0,1.8871068,2.4191627502441406,0
2026-06-10 08:10:00,frontend,request_latency_ms_p95,197.36380669529527,0,1.8871068,2.4191627502441406,0
2026-06-10 08:11:00,frontend,request_latency_ms_p95,197.0827556191614,0,1.8871068,2.4191627502441406,0
2026-06-10 08:12:00,frontend,request_latency_ms_p95,199.32159459154872,0,1.8871068,2.4191627502441406,0
2026-06-10 08:13:00,frontend,request_latency_ms_p95,209.93489792152445,0,1.8871068,2.4191627502441406,0
2026-06-10 08:14:00,frontend,request_latency_ms_p95,208.6732819520002,0,1.8871068,2.4191627502441406,0
2026-06-10 08:15:00,frontend,request_latency_ms_p95,215.77683624349496,0,1.8871068,2.4191627502441406,0
2026-06-10 08:16:00,frontend,request_latency_ms_p95,220.73062269975892,0,1.8871068,2.4191627502441406,0
2026-06-10 08:17:00,frontend,request_latency_ms_p95,222.13997332342169,0,1.8871068,2.4191627502441406,0
2026-06-10 08:18:00,frontend,request_latency_ms_p95,218.69975761778025,0,1.8871068,2.4191627502441406,0
2026-06-10 08:19:00,frontend,request_latency_ms_p95,237.55398235803048,0,1.8871068,2.4191627502441406,0
2026-06-10 08:20:00,frontend,request_latency_ms_p95,218.4250246233477,0,1.8871068,2.4191627502441406,0
2026-06-10 08:21:00,frontend,request_latency_ms_p95,218.30650510481567,0,1.8871068,2.4191627502441406,0
2026-06-10 08:22:00,frontend,request_latency_ms_p95,213.04204803345328,0,1.8871068,2.4191627502441406,0
2026-06-10 08:23:00,frontend,request_latency_ms_p95,204.09750708959064,0,1.8871068,2.4191627502441406,0
2026-06-10 08:24:00,frontend,request_latency_ms_p95,191.9468250758682,0,1.8871068,2.4191627502441406,0
2026-06-10 08:25:00,frontend,request_latency_ms_p95,191.12555830878887,0,1.8871068,2.4191627502441406,0
2026-06-10 08:26:00,frontend,request_latency_ms_p95,181.97707651643051,0,1.8871068,2.4191627502441406,0
2026-06-10 08:27:00,frontend,request_latency_ms_p95,183.1301249347134,0,1.8871068,2.4191627502441406,0
2026-06-10 08:28:00,frontend,request_latency_ms_p95,171.67365583995323,0,1.8871068,2.4191627502441406,0
2026-06-10 08:29:00,frontend,request_latency_ms_p95,177.64766735885618,0,1.8871068,2.4191627502441406,0
2026-06-10 08:30:00,frontend,request_latency_ms_p95,177.6437203862206,0,1.8871068,2.4191627502441406,0
2026-06-10 08:31:00,frontend,request_latency_ms_p95,180.7916931993996,0,1.8515998,2.4191627502441406,0
2026-06-10 08:32:00,frontend,request_latency_ms_p95,189.37316466238937,0,1.8201721,2.4191627502441406,0
2026-06-10 08:33:00,frontend,request_latency_ms_p95,183.49459050925387,0,1.790917,2.4191627502441406,0
2026-06-10 08:34:00,frontend,request_latency_ms_p95,182.45506452687405,0,1.8228855,2.4191627502441406,0
2026-06-10 08:35:00,frontend,request_latency_ms_p95,174.3241111958503,0,1.8176975,2.4191627502441406,0
2026-06-10 08:36:00,frontend,request_latency_ms_p95,162.85024777521363,0,1.8422492,2.4191627502441406,0
2026-06-10 08:37:00,frontend,request_latency_ms_p95,161.1047645462877,0,1.8451496,2.4191627502441406,0
2026-06-10 08:38:00,frontend,request_latency_ms_p95,152.52579663225646,0,1.8063189,2.4191627502441406,0
2026-06-10 08:39:00,frontend,request_latency_ms_p95,140.63314931327028,0,1.8093848,2.4191627502441406,0
2026-06-10 08:40:00,frontend,request_latency_ms_p95,146.51626504816386,0,1.8303771,2.4191627502441406,0
2026-06-10 08:41:00,frontend,request_latency_ms_p95,137.43951713581345,0,1.8437676,2.4191627502441406,0
2026-06-10 08:42:00,frontend,request_latency_ms_p95,132.9892318508806,0,1.8203433,2.4191627502441406,0
2026-06-10 08:43:00,frontend,request_latency_ms_p95,138.32642144093822,0,1.861756,2.4191627502441406,0
2026-06-10 08:44:00,frontend,request_latency_ms_p95,139.1005463763472,0,1.8394189,2.4191627502441406,0
2026-06-10 08:45:00,frontend,request_latency_ms_p95,140.29012872444608,0,1.8567083,2.4191627502441406,0
2026-06-10 08:46:00,frontend,request_latency_ms_p95,142.12026497051443,0,1.8876432,2.4191627502441406,0
2026-06-10 08:47:00,frontend,request_latency_ms_p95,151.2354838062092,0,1.9747741,2.4191627502441406,0
2026-06-10 08:48:00,frontend,request_latency_ms_p95,148.8147539879088,0,2.0099306,2.4191627502441406,0
2026-06-10 08:49:00,frontend,request_latency_ms_p95,166.81907651329234,0,2.1086593,2.4191627502441406,0
2026-06-10 08:50:00,frontend,request_latency_ms_p95,242.67684502313915,1,2.0836823,2.4191627502441406,0
