timestamp,service,metric,value,is_anomaly,fluxev_score,threshold,predicted_anomaly
2026-06-10 08:00:00,frontend,request_latency_ms_p95,181.95879169217127,0,0.0,1.1843851022745515,0
2026-06-10 08:01:00,frontend,request_latency_ms_p95,191.18242812291749,0,9.223636430746211,1.1843851022745515,0
2026-06-10 08:02:00,frontend,request_latency_ms_p95,194.4797017208039,0,7.09524153995838,1.1843851022745515,0
2026-06-10 08:03:00,frontend,request_latency_ms_p95,202.93304899435807,0,12.30875249389689,1.1843851022745515,0
2026-06-10 08:04:00,frontend,request_latency_ms_p95,207.3088610681328,0,11.825207088833537,1.1843851022745515,0
2026-06-10 08:05:00,frontend,request_latency_ms_p95,206.5678274339258,0,6.819917896286228,1.1843851022745515,0
2026-06-10 08:06:00,frontend,request_latency_ms_p95,216.66016862107605,0,14.593481897389353,1.1843851022745515,0
2026-06-10 08:07:00,frontend,request_latency_ms_p95,213.2014701209231,0,6.36383032764013,1.1843851022745515,0
2026-06-10 08:08:00,frontend,request_latency_ms_p95,201.67276153909637,0,7.190818792914627,1.1843851022745515,0
2026-06-10 08:09:00,frontend,request_latency_ms_p95,201.38793486916927,0,5.227686575474365,1.1843851022745515,0
2026-06-10 08:10:00,frontend,request_latency_ms_p95,197.36380669529527,0,0.6708912497659227,1.1843851022745515,0
2026-06-10 08:11:00,frontend,request_latency_ms_p95,197.0827556191614,0,0.16587585521360282,1.1843851022745515,0
2026-06-10 08:12:00,frontend,request_latency_ms_p95,199.32159459154872,0,0.0,1.1843851022745515,0
2026-06-10 08:13:00,frontend,request_latency_ms_p95,209.93489792152445,0,0.0,1.1843851022745515,0
2026-06-10 08:14:00,frontend,request_latency_ms_p95,208.6732819520002,0,0.0,1.1843851022745515,0
2026-06-10 08:15:00,frontend,request_latency_ms_p95,215.77683624349496,0,0.09939488079404324,1.1843851022745515,0
2026-06-10 08:16:00,frontend,request_latency_ms_p95,220.73062269975892,0,0.19520488232736888,1.1843851022745515,0
2026-06-10 08:17:00,frontend,request_latency_ms_p95,222.13997332342169,0,0.006213853309216866,1.1843851022745515,0
2026-06-10 08:18:00,frontend,request_latency_ms_p95,218.69975761778025,0,0.0,1.1843851022745515,0
2026-06-10 08:19:00,frontend,request_latency_ms_p95,237.55398235803048,0,1.4535078513071324,1.1843851022745515,0
2026-06-10 08:20:00,frontend,request_latency_ms_p95,218.4250246233477,0,0.06187604562077276,1.1843851022745515,0
2026-06-10 08:21:00,frontend,request_latency_ms_p95,218.30650510481567,0,0.04076826130297029,1.1843851022745515,0
2026-06-10 08:22:00,frontend,request_latency_ms_p95,213.04204803345328,0,0.6568159230148432,1.1843851022745515,0
2026-06-10 08:23:00,frontend,request_latency_ms_p95,204.09750708959064,0,1.490948758879778,1.1843851022745515,0
2026-06-10 08:24:00,frontend,request_latency_ms_p95,191.9468250758682,0,2.04081538150014,1.1843851022745515,0
2026-06-10 08:25:00,frontend,request_latency_ms_p95,191.12555830878887,0,0.3145349960969721,1.1843851022745515,0
2026-06-10 08:26:00,frontend,request_latency_ms_p95,181.97707651643051,0,0.43749065910521345,1.1843851022745515,0
2026-06-10 08:27:00,frontend,request_latency_ms_p95,183.1301249347134,0,0.0,1.1843851022745515,0
2026-06-10 08:28:00,frontend,request_latency_ms_p95,171.67365583995323,0,0.0,1.1843851022745515,0
2026-06-10 08:29:00,frontend,request_latency_ms_p95,177.64766735885618,0,0.0,1.1843851022745515,0
2026-06-10 08:30:00,frontend,request_latency_ms_p95,177.6437203862206,0,0.0,1.1843851022745515,0
2026-06-10 08:31:00,frontend,request_latency_ms_p95,180.7916931993996,0,0.6262250971521768,1.1843851022745515,0
2026-06-10 08:32:00,frontend,request_latency_ms_p95,189.37316466238937,0,2.1096733000367136,1.1843851022745515,0
2026-06-10 08:33:00,frontend,request_latency_ms_p95,183.49459050925387,0,0.09738073589442742,1.1843851022745515,0
2026-06-10 08:34:00,frontend,request_latency_ms_p95,182.45506452687405,0,0.0,1.1843851022745515,0
2026-06-10 08:35:00,frontend,request_latency_ms_p95,174.3241111958503,0,0.0,1.1843851022745515,0
2026-06-10 08:36:00,frontend,request_latency_ms_p95,162.85024777521363,0,0.0956232838986697,1.1843851022745515,0
2026-06-10 08:37:00,frontend,request_latency_ms_p95,161.1047645462877,0,0.0,1.1843851022745515,0
